English (en),Dutch (nl),English (en),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,nuttig,aantal woorden,gelijk,nieuw,dutch new
lessor,verhuurder,lessor,0,0,0,0,0,0,0,0,0,0,nee,1,,,verhuurder
lethal,dodelijk,lethal,0,1,0,0,1,1,0,1,0,0,ja,1,,,dodelijk
lethargic,slaperig,lethargic,0,0,0,0,0,0,0,0,0,0,nee,1,,,slaperig
lethargy,loomheid,lethargy,0,1,0,0,0,0,0,1,0,0,ja,1,,,loomheid
letter,brief,letter,0,0,0,1,0,0,0,0,0,0,ja,1,,,brief
lettered,beletterd,lettered,1,0,0,1,0,0,0,0,0,1,ja,1,,,beletterd
letters,brieven,letters,0,0,0,0,0,0,0,0,0,0,nee,1,,,brieven
lettuce,sla,lettuce,0,0,0,0,0,0,0,0,0,0,nee,1,,,sla
leukemia,leukemie,leukemia,0,1,1,0,0,1,0,1,0,0,ja,1,,,leukemie
levee,oeverwal,levee,0,0,0,0,0,0,0,0,0,1,ja,1,,,oeverwal
level,niveau,level,1,0,0,0,0,0,0,0,0,1,ja,1,,,niveau
lever,hefboom,lever,0,0,0,0,0,0,0,0,0,0,nee,1,,,hefboom
leverage,hefboomwerking,leverage,1,0,0,0,0,0,0,0,0,0,ja,1,,,hefboomwerking
levy,heffing,levy,0,1,0,0,0,0,0,0,0,0,ja,1,,,heffing
lewd,ontuchtig,lewd,0,1,0,0,1,0,0,0,0,0,ja,1,,,ontuchtig
lexicon,lexicon,lexicon,0,0,0,0,0,0,0,0,0,0,nee,1,,,lexicon
ley,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
liabilities,passiva,liabilities,0,0,0,0,0,0,0,0,0,0,nee,1,,,passiva
liability,aansprakelijkheid,liability,0,0,0,0,0,0,0,0,0,0,nee,1,,,aansprakelijkheid
liaison,liaison,liaison,0,1,0,0,0,0,0,0,0,0,ja,1,,,liaison
liar,leugenaar,liar,0,1,0,0,1,0,0,0,0,0,ja,1,,,leugenaar
libel,smaad,libel,0,1,1,0,0,1,0,0,0,1,ja,1,,,smaad
libelous,lasterlijk,libelous,0,0,0,0,0,0,0,0,0,0,nee,1,,,lasterlijk
liberal,liberaal,liberal,1,1,0,0,0,0,0,0,0,0,ja,1,,,liberaal
liberalism,liberalisme,liberalism,0,0,0,0,0,0,0,0,0,0,nee,1,,,liberalisme
liberate,bevrijden,liberate,1,0,1,1,0,0,1,0,1,1,ja,1,,,bevrijden
liberation,bevrijding,liberation,1,0,0,1,0,0,1,0,1,0,ja,1,,,bevrijding
liberty,vrijheid,liberty,1,0,0,1,0,0,1,0,1,1,ja,1,,,vrijheid
libido,libido,libido,0,0,0,0,0,0,0,0,0,0,nee,1,,,libido
librarian,bibliothecaris,librarian,0,0,0,0,0,0,0,0,0,0,nee,1,,,bibliothecaris
library,bibliotheek,library,1,0,0,0,0,0,0,0,0,0,ja,1,,,bibliotheek
libretto,libretto,libretto,0,0,0,0,0,0,0,0,0,0,nee,1,,,libretto
license,licentie,license,0,0,0,0,0,0,0,0,0,0,nee,1,,,licentie
lichen,korstmos,lichen,0,0,0,0,0,0,0,0,0,0,nee,1,,,korstmos
lick,likken,lick,0,1,0,0,1,0,0,0,0,0,ja,1,,,likken
lid,deksel,lid,0,0,0,0,0,0,0,0,0,0,nee,1,,,deksel
lie,liggen,lie,0,1,1,0,1,0,0,1,0,0,ja,1,,,liggen
liege,leenheer,liege,0,0,0,0,0,0,0,0,0,0,nee,1,,,leenheer
lien,pandrecht,lien,0,0,0,0,0,0,0,0,0,0,nee,1,,,pandrecht
lieu,plaats,lieu,0,0,0,0,0,0,0,0,0,0,nee,1,,,plaats
lieutenant,luitenant,lieutenant,0,0,0,0,0,0,0,0,0,1,ja,1,,,luitenant
life,leven,life,0,0,0,0,0,0,0,0,0,0,nee,1,,,leven
lifeblood,levensbloed,lifeblood,1,0,0,0,0,0,0,0,0,0,ja,1,,,levensbloed
lifeboat,reddingsboot,lifeboat,0,0,0,0,0,0,0,0,0,0,nee,1,,,reddingsboot
lifeless,levenloos,lifeless,0,1,0,0,0,1,0,1,0,0,ja,1,,,levenloos
lifelike,levensecht,lifelike,0,0,0,0,0,0,0,0,0,0,nee,1,,,levensecht
lifelong,levenslang,lifelong,0,0,0,0,0,0,0,0,0,0,nee,1,,,levenslang
lifetime,levenslang,lifetime,0,0,0,0,0,0,0,0,0,0,nee,1,,,levenslang
lift,lift,lift,0,0,0,0,0,0,0,0,0,0,nee,1,,,lift
ligament,gewrichtsband,ligament,0,0,0,0,0,0,0,0,0,0,nee,1,,,gewrichtsband
ligation,ligatie,ligation,0,0,0,0,0,0,0,0,0,0,nee,1,,,ligatie
light,licht,light,0,0,0,0,0,0,0,0,0,0,nee,1,,,licht
lighten,verlichten,lighten,0,0,0,0,0,0,0,0,0,0,nee,1,,,verlichten
lighthouse,vuurtoren,lighthouse,1,0,0,0,0,0,0,0,0,0,ja,1,,,vuurtoren
lightness,lichtheid,lightness,0,0,0,0,0,0,0,0,0,0,nee,1,,,lichtheid
lightning,bliksem,lightning,0,0,1,0,0,1,0,0,1,0,ja,1,,,bliksem
likelihood,waarschijnlijkheid,likelihood,0,0,0,0,0,0,0,0,0,0,nee,1,,,waarschijnlijkheid
likeness,gelijkenis,likeness,0,0,0,0,0,0,0,0,0,0,nee,1,,,gelijkenis
likewise,hetzelfde,likewise,0,0,0,0,0,0,0,0,0,0,nee,1,,,hetzelfde
liking,leuk vinden,liking,1,0,0,0,0,0,1,0,0,1,ja,2,,,leuk vinden
lilac,lila,lilac,0,0,0,0,0,0,0,0,0,0,nee,1,,,lila
lily,lelie,lily,0,0,0,0,0,0,0,0,0,0,nee,1,,,lelie
limb,lidmaat,limb,0,0,0,0,0,0,0,0,0,0,nee,1,,,lidmaat
limbo,voorgeborchte der hel,limbo,0,0,0,0,0,0,0,0,0,0,nee,3,,,voorgeborchte der hel
limit,begrenzing,limit,0,0,0,0,0,0,0,0,0,0,nee,1,,,begrenzing
limitation,beperking,limitation,0,0,0,0,0,0,0,0,0,0,nee,1,,,beperking
limited,beperkt,limited,0,1,1,0,0,0,0,1,0,0,ja,1,,,beperkt
limitless,grenzeloos,limitless,0,0,0,0,0,0,0,0,0,0,nee,1,,,grenzeloos
limousine,limousine,limousine,0,0,0,0,0,0,0,0,0,0,nee,1,,,limousine
limp,slap,limp,0,1,0,0,0,0,0,0,0,0,ja,1,,,slap
lin,lin,lin,0,0,0,0,0,0,0,0,0,0,nee,1,,,lin
line,lijn,line,0,0,0,0,0,0,0,0,0,0,nee,1,,,lijn
lineage,afstamming,lineage,0,0,0,0,0,0,0,0,0,0,nee,1,,,afstamming
lineal,lineal,lineal,0,0,0,0,0,0,0,0,0,0,nee,1,,,lineal
linear,lineair,linear,0,0,0,0,0,0,0,0,0,0,nee,1,,,lineair
lined,gevoerde,lined,0,0,0,0,0,0,0,0,0,0,nee,1,,,gevoerde
linen,linnen,linen,0,0,0,0,0,0,0,0,0,0,nee,1,,,linnen
liner,voering,liner,0,0,0,0,0,0,0,0,0,0,nee,1,,,voering
lines,lijnen,lines,0,0,0,0,0,1,0,0,0,0,ja,1,,,lijnen
linger,rondhangen,linger,0,0,0,1,0,0,0,0,0,0,ja,1,,,rondhangen
lingo,lingo,lingo,0,0,0,0,0,0,0,0,0,0,nee,1,,,lingo
lingual,tong-,lingual,0,0,0,0,0,0,0,0,0,0,nee,1,,,tong-
linguist,linguïst,linguist,1,0,0,0,0,0,0,0,0,1,ja,1,,,linguïst
linguistic,taalkundig,linguistic,0,0,0,0,0,0,0,0,0,0,nee,1,,,taalkundig
linguistics,taalwetenschap,linguistics,0,0,0,0,0,0,0,0,0,0,nee,1,,,taalwetenschap
lining,voering,lining,0,0,0,0,0,0,0,0,0,0,nee,1,,,voering
link,link,link,0,0,0,0,0,0,0,0,0,0,nee,1,,,link
linoleum,linoleum,linoleum,0,0,0,0,0,0,0,0,0,0,nee,1,,,linoleum
lint,pluis,lint,0,1,0,0,0,0,0,0,0,0,ja,1,,,pluis
lion,leeuw,lion,1,0,0,0,0,1,0,0,0,0,ja,1,,,leeuw
lip,lip-,lip,0,0,0,0,0,0,0,0,0,0,nee,1,,,lip-
lipstick,lippenstift,lipstick,0,0,0,0,0,0,0,0,0,0,nee,1,,,lippenstift
liquefaction,vloeibaar maken,liquefaction,0,0,0,0,0,0,0,0,0,0,nee,2,,,vloeibaar maken
liquefied,vloeibaar,liquefied,0,0,0,0,0,0,0,0,0,0,nee,1,,,vloeibaar
liqueur,likeur,liqueur,0,0,0,0,0,0,0,0,0,0,nee,1,,,likeur
liquid,vloeistof,liquid,0,0,0,0,0,0,0,0,0,0,nee,1,,,vloeistof
liquidate,liquideren,liquidate,0,0,0,0,0,0,0,0,0,0,nee,1,,,liquideren
liquidation,liquidatie,liquidation,0,0,0,0,0,0,0,0,0,0,nee,1,,,liquidatie
liquidator,liquidateur,liquidator,0,0,0,0,0,0,0,0,0,0,nee,1,,,liquidateur
liquidity,liquiditeit,liquidity,0,0,0,0,0,0,0,0,0,0,nee,1,,,liquiditeit
liquor,sterke drank,liquor,0,1,1,0,0,0,1,1,0,0,ja,2,,likur,likur
lisp,lispelen,lisp,0,0,0,0,0,0,0,0,0,0,nee,1,,,lispelen
list,lijst,list,0,0,0,0,0,0,0,0,0,0,nee,1,,,lijst
listen,luister,listen,0,0,0,0,0,0,0,0,0,0,nee,1,,,luister
listener,luisteraar,listener,0,0,0,0,0,0,0,0,0,0,nee,1,,,luisteraar
listing,vermelding,listing,0,0,0,0,0,0,0,0,0,0,nee,1,,,vermelding
listless,lusteloos,listless,0,1,0,0,0,0,0,1,0,0,ja,1,,,lusteloos
litany,litanie,litany,0,0,0,0,0,0,0,0,0,0,nee,1,,,litanie
literally,letterlijk,literally,0,0,0,0,0,0,0,0,0,0,nee,1,,,letterlijk
literary,literair,literary,0,0,0,0,0,0,0,0,0,0,nee,1,,,literair
literature,literatuur,literature,0,0,0,0,0,0,0,0,0,0,nee,1,,,literatuur
lithe,lenig,lithe,1,0,0,0,0,0,0,0,0,0,ja,1,,,lenig
lithograph,lithografie,lithograph,0,0,0,0,0,0,0,0,0,0,nee,1,,,lithografie
lithography,lithografie,lithography,0,0,0,0,0,0,0,0,0,0,nee,1,,,lithografie
lithology,lithologie,lithology,0,0,0,0,0,0,0,0,0,0,nee,1,,,lithologie
lithosphere,lithosfeer,lithosphere,0,0,0,0,0,0,0,0,0,0,nee,1,,,lithosfeer
litigant,rechtzoekende,litigant,0,1,0,0,0,0,0,0,0,0,ja,1,,,rechtzoekende
litigate,procederen,litigate,0,1,1,1,1,1,0,1,0,0,ja,1,,,procederen
litigation,procesvoering,litigation,0,1,0,0,0,0,0,0,0,0,ja,1,,,procesvoering
litigious,betwistbaar,litigious,0,1,1,0,1,0,0,0,0,0,ja,1,,,betwistbaar
litter,nest,litter,0,1,0,0,0,0,0,0,0,0,ja,1,,,nest
littoral,kust-,littoral,0,0,0,0,0,0,0,0,0,0,nee,1,,,kust-
liturgy,liturgie,liturgy,0,0,0,0,0,0,0,0,0,0,nee,1,,,liturgie
livelihood,levensonderhoud,livelihood,0,0,0,0,0,0,0,0,0,0,nee,1,,,levensonderhoud
livery,livrei,livery,0,0,0,0,0,0,0,0,0,0,nee,1,,,livrei
livid,razend,livid,0,1,1,0,1,0,0,0,0,0,ja,1,,,razend
living,leven,living,0,0,0,0,0,0,0,0,0,0,nee,1,,,leven
llama,lama,llama,0,0,0,0,0,0,0,0,0,0,nee,1,,,lama
load,laden,load,0,0,0,0,0,0,0,0,0,0,nee,1,,,laden
loaf,brood,loaf,0,1,0,0,0,0,0,0,0,0,ja,1,,,brood
loafer,leegloper,loafer,0,1,0,0,0,0,0,0,0,0,ja,1,,,leegloper
loam,leem,loam,0,0,0,0,0,0,0,0,0,0,nee,1,,,leem
loan,lening,loan,0,0,0,0,0,0,0,0,0,0,nee,1,,,lening
loath,NO TRANSLATION,NO TRANSLATION,0,1,1,0,0,0,0,0,0,0,ja,2,ongelijk,afkerig,afkerig
loathe,verafschuwen,loathe,0,1,1,0,1,0,0,0,0,0,ja,1,,,verafschuwen
loathing,walging,loathing,0,1,0,0,1,0,0,0,0,0,ja,1,,,walging
loathsome,walgelijk,loathsome,0,1,1,0,1,0,0,0,0,0,ja,1,,,walgelijk
lobby,lobby,lobby,0,0,0,0,0,0,0,0,0,0,nee,1,,,lobby
lobbyist,lobbyist,lobbyist,0,1,0,0,0,0,0,0,0,0,ja,1,,,lobbyist
lobe,kwab,lobe,0,0,0,0,0,0,0,0,0,0,nee,1,,,kwab
local,lokaal,local,0,0,0,0,0,0,0,0,0,0,nee,1,,,lokaal
locale,locale,locale,0,0,0,0,0,0,0,0,0,0,nee,1,,,locale
locality,plaats,locality,0,0,0,0,0,0,0,0,0,0,nee,1,,,plaats
localization,lokalisatie,localization,0,0,0,0,0,0,0,0,0,0,nee,1,,,lokalisatie
localize,lokaliseren,localize,0,0,0,1,0,0,0,0,0,0,ja,1,,,lokaliseren
locate,bevind zich,locate,0,0,0,0,0,0,0,0,0,0,nee,2,,,bevind zich
location,plaats,location,0,0,0,0,0,0,0,0,0,0,nee,1,,,plaats
loch,fjord,loch,0,0,0,0,0,0,0,0,0,0,nee,1,,,fjord
lock,slot,lock,0,0,0,0,0,0,0,0,0,0,nee,1,,,slot
locker,kastje,locker,0,0,0,0,0,0,0,0,0,0,nee,1,,,kastje
locksmith,slotenmaker,locksmith,0,0,0,0,0,0,0,0,0,0,nee,1,,,slotenmaker
lockup,NO TRANSLATION,NO TRANSLATION,0,1,0,0,0,1,0,1,0,0,ja,2,ongelijk,opsluiten,opsluiten
locomotion,voortbeweging,locomotion,0,0,0,0,0,0,0,0,0,0,nee,1,,,voortbeweging
locomotive,locomotief,locomotive,0,0,0,0,0,0,0,0,0,0,nee,1,,,locomotief
locust,sprinkhaan,locust,0,1,0,0,0,1,0,0,0,0,ja,1,,,sprinkhaan
lodge,loge,lodge,0,0,0,0,0,0,0,0,0,0,nee,1,,,loge
lodger,huurder,lodger,0,0,0,0,0,0,0,0,0,0,nee,1,,,huurder
lodging,logies,lodging,0,0,0,0,0,0,0,0,0,1,ja,1,,,logies
loft,zolder,loft,0,0,0,0,0,0,0,0,0,0,nee,1,,,zolder
lofty,verheven,lofty,0,1,0,0,0,0,0,0,0,0,ja,1,,,verheven
log,logboek,log,0,0,0,0,0,0,0,0,0,0,nee,1,,,logboek
logarithm,logaritme,logarithm,0,0,0,0,0,0,0,0,0,0,nee,1,,,logaritme
logarithmic,logaritmische,logarithmic,0,0,0,0,0,0,0,0,0,0,nee,1,,,logaritmische
logic,logica,logic,0,0,0,0,0,0,0,0,0,0,nee,1,,,logica
logical,logisch,logical,1,0,0,0,0,0,0,0,0,0,ja,1,,,logisch
logistics,logistiek,logistics,0,0,0,0,0,0,0,0,0,0,nee,1,,,logistiek
logotype,logotype,logotype,0,0,0,0,0,0,0,0,0,0,nee,1,,,logotype
loin,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
lollipop,lolly,lollipop,0,0,0,0,0,0,0,0,0,0,nee,1,,,lolly
lone,eenzaam,lone,0,0,0,0,0,0,0,1,0,0,ja,1,,,eenzaam
loneliness,eenzaamheid,loneliness,0,1,0,0,0,1,0,1,0,0,ja,1,,,eenzaamheid
lonely,eenzaam,lonely,0,1,1,0,1,1,0,1,0,0,ja,1,,,eenzaam
lonesome,eenzaam,lonesome,0,1,0,0,0,0,0,1,0,0,ja,1,,,eenzaam
long,lang,long,0,0,0,1,0,0,0,0,0,0,ja,1,,,lang
longevity,lang leven,longevity,1,0,0,0,0,0,0,0,0,0,ja,2,,levensduur,levensduur
longing,verlangen,longing,0,0,0,1,0,0,0,1,0,0,ja,1,,,verlangen
longitude,Lengtegraad,longitude,0,0,0,0,0,0,0,0,0,0,nee,1,,,Lengtegraad
longitudinal,lengte-,longitudinal,0,0,0,0,0,0,0,0,0,0,nee,1,,,lengte-
longitudinally,lengterichting,longitudinally,0,0,0,0,0,0,0,0,0,0,nee,1,,,lengterichting
loo,toilet,loo,0,1,0,0,1,0,0,0,0,0,ja,1,,,toilet
lookout,pas op,lookout,0,0,0,0,0,0,0,0,0,0,nee,2,,,pas op
loom,weefgetouw,loom,0,1,0,1,0,1,0,0,0,0,ja,1,,,weefgetouw
looming,nevelbeeld,looming,0,0,0,0,0,0,0,0,0,0,nee,1,,,nevelbeeld
loon,fuut,loon,0,1,0,0,1,0,0,0,0,0,ja,1,,,fuut
loony,gek,loony,0,1,0,0,0,0,0,0,0,0,ja,1,,,gek
loop,lus,loop,0,0,0,0,0,0,0,0,0,0,nee,1,,,lus
loophole,uitvlucht,loophole,0,0,0,0,0,0,0,0,0,0,nee,1,,,uitvlucht
loosen,losmaken,loosen,0,0,0,0,0,0,0,0,0,0,nee,1,,,losmaken
loosening,losmaken,loosening,0,0,0,0,0,0,0,0,0,0,nee,1,,,losmaken
loot,buit,loot,0,1,0,0,0,0,0,0,0,0,ja,1,,,buit
lop,snoeien,lop,0,0,0,0,0,0,0,0,0,0,nee,1,,,snoeien
lopsided,scheef,lopsided,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheef
lord,heer,lord,1,1,0,0,1,0,0,0,0,1,ja,1,,,heer
lords,lords,lords,0,0,0,0,0,0,0,0,0,0,nee,1,,,lords
lordship,heerschappij,lordship,1,0,0,0,0,0,0,0,0,0,ja,1,,,heerschappij
lore,traditionele kennis,lore,0,0,0,0,0,0,0,0,0,0,nee,2,,,traditionele kennis
lorry,vrachtwagen,lorry,0,0,0,0,0,0,0,0,0,0,nee,1,,,vrachtwagen
lose,verliezen,lose,0,1,1,0,1,1,0,1,1,0,ja,1,,,verliezen
losing,verliezen,losing,0,1,1,0,0,0,0,1,0,0,ja,1,,,verliezen
loss,verlies,loss,0,1,1,0,0,1,0,1,0,0,ja,1,,,verlies
lost,verloren,lost,0,1,0,0,0,0,0,1,0,0,ja,1,,,verloren
lot,lot,lot,0,0,0,0,0,0,0,0,0,0,nee,1,,,lot
lotion,lotion,lotion,0,0,0,0,0,0,0,0,0,0,nee,1,,,lotion
lots,veel,lots,0,0,0,0,0,0,0,0,0,0,nee,1,,,veel
lottery,loterij,lottery,0,0,0,1,0,0,0,0,0,0,ja,1,,,loterij
lotto,lotto,lotto,0,0,0,0,0,0,0,0,0,0,nee,1,,,lotto
loud,luid,loud,0,0,0,0,0,0,0,0,0,0,nee,1,,,luid
loudly,luid,loudly,0,0,0,0,0,0,0,0,0,0,nee,1,,,luid
loudness,loudness,loudness,0,1,1,0,0,0,0,0,0,0,ja,1,,,loudness
lounge,salon,lounge,0,1,0,0,0,0,0,0,0,0,ja,1,,,salon
louse,luis,louse,0,1,0,0,1,0,0,0,0,0,ja,1,,,luis
lovable,lief,lovable,1,0,0,0,0,0,1,0,0,1,ja,1,,,lief
love,liefde,love,1,0,0,0,0,0,1,0,0,0,ja,1,,,liefde
lovely,heerlijk,lovely,1,0,0,1,0,0,1,1,1,1,ja,1,,,heerlijk
lovemaking,NO TRANSLATION,NO TRANSLATION,1,0,0,0,0,0,1,0,0,1,ja,2,ongelijk,vrijen,vrijen
lover,minnaar,lover,1,0,0,1,0,0,1,0,0,1,ja,1,,,minnaar
loving,liefhebbend,loving,1,0,0,0,0,0,1,0,0,1,ja,1,,,liefhebbend
lower,lager,lower,0,1,0,0,0,0,0,1,0,0,ja,1,,,lager
lowering,neerlaten,lowering,0,1,0,0,0,0,0,0,0,0,ja,1,,,neerlaten
lowest,laagste,lowest,0,1,0,0,0,0,0,1,0,0,ja,1,,,laagste
lowlands,Lowlands,lowlands,0,1,0,0,0,0,0,0,0,0,ja,1,,,Lowlands
lowly,nederig,lowly,0,1,0,0,0,0,0,1,0,0,ja,1,,,nederig
loyal,loyaal,loyal,1,0,0,0,0,1,1,0,1,1,ja,1,,,loyaal
loyalty,loyaliteit,loyalty,1,0,0,0,0,0,0,0,0,1,ja,1,,,loyaliteit
lubricate,smeren,lubricate,0,0,0,0,0,0,0,0,0,0,nee,1,,,smeren
lubrication,het smeren,lubrication,0,0,0,0,0,0,0,0,0,0,nee,2,,,het smeren
luck,geluk,luck,1,0,0,1,0,0,1,0,1,0,ja,1,,,geluk
lucky,Lucky,lucky,1,0,0,0,0,0,1,0,1,0,ja,1,,,Lucky
ludicrous,belachelijk,ludicrous,0,1,0,0,0,0,0,0,0,0,ja,1,,,belachelijk
lug,uitsteeksel,lug,0,0,0,0,0,0,0,0,0,0,nee,1,,,uitsteeksel
luggage,bagage,luggage,0,0,0,0,0,0,0,0,0,0,nee,1,,,bagage
lull,wiegen,lull,0,0,0,1,0,0,0,0,0,0,ja,1,,,wiegen
lullaby,slaapliedje,lullaby,0,0,0,0,0,0,0,0,0,0,nee,1,,,slaapliedje
lumbar,lumbaal,lumbar,0,0,0,0,0,0,0,0,0,0,nee,1,,,lumbaal
lumber,timmerhout,lumber,0,0,0,0,0,0,0,0,0,0,nee,1,,,timmerhout
lumbering,voortsjokkend,lumbering,0,1,0,0,0,0,0,0,0,0,ja,1,,,voortsjokkend
luminescent,luminescent,luminescent,0,0,0,0,0,0,0,0,0,0,nee,1,,,luminescent
luminous,lichtgevend,luminous,0,0,0,0,0,0,0,0,0,0,nee,1,,,lichtgevend
lump,brok,lump,0,1,0,0,0,0,0,0,0,0,ja,1,,,brok
lumpy,klonterige,lumpy,0,1,0,0,1,0,0,0,0,0,ja,1,,,klonterige
lunacy,krankzinnigheid,lunacy,0,1,1,0,1,1,0,1,0,0,ja,1,,,krankzinnigheid
lunar,maan-,lunar,0,0,0,0,0,0,0,0,0,0,nee,1,,,maan-
lunatic,gek,lunatic,0,1,1,0,1,1,0,0,0,0,ja,1,,,gek
lunch,lunch,lunch,0,0,0,0,0,0,0,0,0,0,nee,1,,,lunch
luncheon,lunch,luncheon,0,0,0,0,0,0,0,0,0,0,nee,1,,,lunch
lunge,longe,lunge,0,0,0,0,0,0,0,0,1,0,ja,1,,,longe
lungs,longen,lungs,0,0,0,0,0,0,0,0,0,0,nee,1,,,longen
lurch,slingeren,lurch,0,1,0,0,0,0,0,0,0,0,ja,1,,,slingeren
lure,lokken,lure,0,1,0,0,0,0,0,0,0,0,ja,1,,,lokken
lurid,luguber,lurid,0,1,0,0,1,0,0,0,0,0,ja,1,,,luguber
lurk,op de loer liggen,lurk,0,1,0,0,0,0,0,0,0,0,ja,4,,,op de loer liggen
lurking,loer,lurking,0,1,0,0,0,0,0,0,0,0,ja,1,,,loer
luscious,heerlijk,luscious,1,0,0,1,0,0,1,0,0,0,ja,1,,,heerlijk
lush,weelderig,lush,0,1,0,0,1,0,0,1,0,0,ja,1,,,weelderig
lust,lust,lust,0,1,0,1,0,0,0,0,0,0,ja,1,,,lust
luster,glans,luster,1,0,0,0,0,0,1,0,0,0,ja,1,,,glans
lustful,wellustig,lustful,0,1,0,0,0,0,0,0,0,0,ja,1,,,wellustig
lustrous,glanzend,lustrous,1,0,0,0,0,0,0,0,0,0,ja,1,,,glanzend
lusty,wellustig,lusty,0,0,0,0,1,0,0,0,0,0,ja,1,,,wellustig
lute,luit,lute,0,0,0,0,0,0,0,0,0,0,nee,1,,,luit
luxuriant,weelderig,luxuriant,1,0,0,0,0,0,0,0,0,0,ja,1,,,weelderig
luxurious,luxueus,luxurious,1,0,0,0,0,0,1,0,0,0,ja,1,,,luxueus
luxury,luxe,luxury,1,0,0,0,0,0,1,0,0,0,ja,1,,,luxe
lying,aan het liegen,lying,0,1,1,0,1,0,0,0,0,0,ja,3,,liegen,liegen
lymph,weefselvocht,lymph,0,0,0,0,0,0,0,0,0,0,nee,1,,,weefselvocht
lymphatic,lymfatische,lymphatic,0,0,0,0,0,0,0,0,0,0,nee,1,,,lymfatische
lynch,lynchen,lynch,0,1,1,0,1,1,0,1,0,0,ja,1,,,lynchen
lynx,lynx,lynx,0,0,0,0,0,0,0,0,0,0,nee,1,,,lynx
lyre,lier,lyre,1,0,0,0,0,0,1,0,0,0,ja,1,,,lier
lyric,lyrisch,lyric,0,0,0,0,0,0,0,0,0,0,nee,1,,,lyrisch
lyrical,lyrisch,lyrical,1,0,0,0,0,0,1,0,0,0,ja,1,,,lyrisch
mace,foelie,mace,0,1,0,0,0,1,0,0,0,0,ja,1,,,foelie
machine,machine,machine,0,0,0,0,0,0,0,0,0,1,ja,1,,,machine
machinery,machinerie,machinery,0,0,0,0,0,0,0,0,0,0,nee,1,,,machinerie
machinist,machinist,machinist,0,0,0,0,0,0,0,0,0,0,nee,1,,,machinist
mackerel,makreel,mackerel,0,0,0,0,0,0,0,0,0,0,nee,1,,,makreel
mad,boos,mad,0,1,1,0,1,1,0,1,0,0,ja,1,,,boos
madam,mevrouw,madam,0,0,0,0,0,0,0,0,0,0,nee,1,,,mevrouw
madame,mevrouw,madame,0,0,0,0,0,0,0,0,0,0,nee,1,,,mevrouw
madden,gek maken,madden,0,1,1,0,0,1,0,0,0,0,ja,2,,gek,gek
madman,gek,madman,0,1,1,0,0,1,0,0,0,0,ja,1,,,gek
madness,krankzinnigheid,madness,0,1,1,0,0,1,0,0,0,0,ja,1,,,krankzinnigheid
mafia,maffia,mafia,0,1,0,0,0,1,0,0,0,0,ja,1,,,maffia
magazine,tijdschrift,magazine,0,0,0,0,0,0,0,0,0,0,nee,1,,,tijdschrift
mage,tovenaar,mage,0,0,0,0,0,1,0,0,0,0,ja,1,,,tovenaar
magenta,magenta,magenta,0,0,0,0,0,0,0,0,0,0,nee,1,,,magenta
maggot,made,maggot,0,1,0,0,1,0,0,0,0,0,ja,1,,,made
magic,magie,magic,0,0,0,0,0,0,0,0,0,0,nee,1,,,magie
magical,magisch,magical,1,0,0,1,0,0,1,0,1,0,ja,1,,,magisch
magician,goochelaar,magician,0,0,0,0,0,0,0,0,1,0,ja,1,,,goochelaar
magistrate,magistraat,magistrate,0,0,0,0,0,0,0,0,0,0,nee,1,,,magistraat
magma,magma,magma,0,0,0,0,0,0,0,0,0,0,nee,1,,,magma
magnate,magnaat,magnate,0,0,0,0,0,0,0,0,0,0,nee,1,,,magnaat
magnet,magneet,magnet,1,0,0,0,0,0,0,0,0,1,ja,1,,,magneet
magnetism,magnetisme,magnetism,1,0,0,0,0,0,0,0,0,0,ja,1,,,magnetisme
magnetite,magnetiet,magnetite,1,0,0,0,0,0,0,0,0,0,ja,1,,,magnetiet
magnificence,pracht,magnificence,1,0,0,1,0,0,1,0,0,1,ja,1,,,pracht
magnificent,prachtig,magnificent,1,0,0,1,0,0,1,0,1,1,ja,1,,,prachtig
magnifier,vergrootglas,magnifier,0,0,0,0,0,0,0,0,0,0,nee,1,,,vergrootglas
magnify,vergroten,magnify,0,0,0,0,0,0,0,0,0,0,nee,1,,,vergroten
magnitude,omvang,magnitude,0,0,0,0,0,0,0,0,0,0,nee,1,,,omvang
magpie,ekster,magpie,0,0,0,0,0,0,0,0,0,0,nee,1,,,ekster
maid,hulp in de huishouding,maid,0,0,0,0,0,0,0,0,0,0,nee,4,,,hulp in de huishouding
maiden,meisje,maiden,1,0,0,0,0,0,0,0,0,0,ja,1,,,meisje
mail,mail,mail,0,0,0,1,0,0,0,0,0,0,ja,1,,,mail
main,hoofd,main,1,0,0,0,0,0,0,0,0,0,ja,1,,,hoofd
mainland,vasteland,mainland,0,0,0,0,0,0,0,0,0,0,nee,1,,,vasteland
mainstay,steunpilaar,mainstay,1,0,0,0,0,0,0,0,0,1,ja,1,,,steunpilaar
maintenance,onderhoud,maintenance,0,0,0,0,0,0,0,0,0,1,ja,1,,,onderhoud
